symbol,date,signal,score,rank,decile
SPHR,2026-02-17,0.3914884507965034,0.3914884507965034,414,D3
MRK,2026-02-17,0.3903191930763871,0.3903191930763871,415,D3
OMF,2026-02-17,0.3866787200818332,0.3866787200818332,416,D3
PFG,2026-02-17,0.3864333766372776,0.3864333766372776,417,D3
CNA,2026-02-17,0.3850731828769484,0.3850731828769484,418,D3
ATEC,2026-02-17,0.3848859784755865,0.3848859784755865,419,D3
GH,2026-02-17,0.3823130410279734,0.3823130410279734,420,D3
ED,2026-02-17,0.3798304010641309,0.3798304010641309,421,D3
KFY,2026-02-17,0.3794435020832446,0.3794435020832446,422,D3
EMN,2026-02-17,0.3792905400964323,0.3792905400964323,423,D3
JNJ,2026-02-17,0.3792840884979657,0.3792840884979657,424,D3
LMT,2026-02-17,0.377004069070659,0.377004069070659,425,D3
SITE,2026-02-17,0.3751809937419156,0.3751809937419156,426,D3
KMT,2026-02-17,0.374002937581688,0.374002937581688,427,D3
WSM,2026-02-17,0.3727574721694545,0.3727574721694545,428,D3
AMP,2026-02-17,0.3716686433983099,0.3716686433983099,429,D3
RSI,2026-02-17,0.3715059754053963,0.3715059754053963,430,D3
VSCO,2026-02-17,0.3682072798114177,0.3682072798114177,431,D3
LUV,2026-02-17,0.3646765232008119,0.3646765232008119,432,D3
PFS,2026-02-17,0.3644588493192029,0.3644588493192029,433,D3
OHI,2026-02-17,0.3641706630388555,0.3641706630388555,434,D3
PNW,2026-02-17,0.3629275693865461,0.3629275693865461,435,D3
GIS,2026-02-17,0.3616581783466078,0.3616581783466078,436,D3
RUSHA,2026-02-17,0.3568147697281819,0.3568147697281819,437,D3
OSIS,2026-02-17,0.3543657792434124,0.3543657792434124,438,D3
TXT,2026-02-17,0.3541366108601056,0.3541366108601056,439,D3
SIRI,2026-02-17,0.3535668263916997,0.3535668263916997,440,D3
MUR,2026-02-17,0.3529810751470446,0.3529810751470446,441,D4
EXEL,2026-02-17,0.3524352244210296,0.3524352244210296,442,D4
CW,2026-02-17,0.3521765188947525,0.3521765188947525,443,D4
TECH,2026-02-17,0.3518539370286139,0.3518539370286139,444,D4
IQV,2026-02-17,0.35185262522206,0.35185262522206,445,D4
WAL,2026-02-17,0.3495133168196531,0.3495133168196531,446,D4
GTM,2026-02-17,0.3457986411953512,0.3457986411953512,447,D4
EWBC,2026-02-17,0.344118177060018,0.344118177060018,448,D4
EBC,2026-02-17,0.342413242724993,0.342413242724993,449,D4
AIR,2026-02-17,0.3390453638627219,0.3390453638627219,450,D4
CROX,2026-02-17,0.3385675057113353,0.3385675057113353,451,D4
UBSI,2026-02-17,0.3376258287373235,0.3376258287373235,452,D4
LBRT,2026-02-17,0.3372930670632053,0.3372930670632053,453,D4
ELAN,2026-02-17,0.3342015783538085,0.3342015783538085,454,D4
AIZ,2026-02-17,0.333316692907096,0.333316692907096,455,D4
VC,2026-02-17,0.3326088493598444,0.3326088493598444,456,D4
GAP,2026-02-17,0.3311589348596452,0.3311589348596452,457,D4
DKL,2026-02-17,0.3311416559175537,0.3311416559175537,458,D4
RMBS,2026-02-17,0.3298029189792272,0.3298029189792272,459,D4
HST,2026-02-17,0.3253805777255522,0.3253805777255522,460,D4
SAIA,2026-02-17,0.322713609735655,0.322713609735655,461,D4
KHC,2026-02-17,0.3215378464223685,0.3215378464223685,462,D4
CASY,2026-02-17,0.3211884189051506,0.3211884189051506,463,D4
LNT,2026-02-17,0.3211739875811232,0.3211739875811232,464,D4
RYN,2026-02-17,0.319899977100465,0.319899977100465,465,D4
LLYVK,2026-02-17,0.318986948821358,0.318986948821358,466,D4
ANF,2026-02-17,0.3155291320769809,0.3155291320769809,467,D4
XYZ,2026-02-17,0.3133336818526203,0.3133336818526203,468,D4
CTRE,2026-02-17,0.3117546221851719,0.3117546221851719,469,D4
ILMN,2026-02-17,0.3111213546855079,0.3111213546855079,470,D4
MAIN,2026-02-17,0.3106574484567455,0.3106574484567455,471,D4
ADT,2026-02-17,0.310646149996002,0.310646149996002,472,D4
CAH,2026-02-17,0.3098797824873539,0.3098797824873539,473,D4
CEG,2026-02-17,0.3096762233608369,0.3096762233608369,474,D4
COF,2026-02-17,0.3092934273826488,0.3092934273826488,475,D4
LOW,2026-02-17,0.3089443000616713,0.3089443000616713,476,D4
TXG,2026-02-17,0.3085702224436246,0.3085702224436246,477,D4
COGT,2026-02-17,0.3060584247691038,0.3060584247691038,478,D4
EVRG,2026-02-17,0.3058405218173385,0.3058405218173385,479,D4
ALRM,2026-02-17,0.3053375546102768,0.3053375546102768,480,D4
SITM,2026-02-17,0.304638650397143,0.304638650397143,481,D4
BPOP,2026-02-17,0.3041856280389006,0.3041856280389006,482,D4
LHX,2026-02-17,0.3041221106159164,0.3041221106159164,483,D4
MUSA,2026-02-17,0.3040409533843153,0.3040409533843153,484,D4
WES,2026-02-17,0.303967034310048,0.303967034310048,485,D4
GEO,2026-02-17,0.3026596895825966,0.3026596895825966,486,D4
CAKE,2026-02-17,0.3014833190386521,0.3014833190386521,487,D4
PH,2026-02-17,0.3011827243344954,0.3011827243344954,488,D4
UFPI,2026-02-17,0.3007927057332507,0.3007927057332507,489,D4
NE,2026-02-17,0.3004208187263162,0.3004208187263162,490,D4
HAS,2026-02-17,0.2981232279485184,0.2981232279485184,491,D4
GD,2026-02-17,0.298113599329998,0.298113599329998,492,D4
CPT,2026-02-17,0.2980090819549438,0.2980090819549438,493,D4
CFR,2026-02-17,0.2979919837609889,0.2979919837609889,494,D4
OZK,2026-02-17,0.2941127448592672,0.2941127448592672,495,D4
CBT,2026-02-17,0.2935274630869138,0.2935274630869138,496,D4
HSY,2026-02-17,0.2935253249991576,0.2935253249991576,497,D4
ECG,2026-02-17,0.2919241540490623,0.2919241540490623,498,D4
YOU,2026-02-17,0.2911938381651979,0.2911938381651979,499,D4
EA,2026-02-17,0.2908712523694776,0.2908712523694776,500,D4
STLD,2026-02-17,0.2905100948050525,0.2905100948050525,501,D4
RF,2026-02-17,0.289550356276297,0.289550356276297,502,D4
DUK,2026-02-17,0.2872739440550625,0.2872739440550625,503,D4
AFL,2026-02-17,0.2867151517693491,0.2867151517693491,504,D4
JLL,2026-02-17,0.2861115540246244,0.2861115540246244,505,D4
PSMT,2026-02-17,0.2830195898940356,0.2830195898940356,506,D4
RTX,2026-02-17,0.282106838309538,0.282106838309538,507,D4
NSA,2026-02-17,0.2799206256601325,0.2799206256601325,508,D4
DLTR,2026-02-17,0.2795735653725129,0.2795735653725129,509,D4
MCO,2026-02-17,0.2783406763160295,0.2783406763160295,510,D4
ARMK,2026-02-17,0.2776134263133907,0.2776134263133907,511,D4
PCG,2026-02-17,0.2767777187891614,0.2767777187891614,512,D4
VNO,2026-02-17,0.2766945090425459,0.2766945090425459,513,D4
ZION,2026-02-17,0.2761084704560869,0.2761084704560869,514,D4
QLYS,2026-02-17,0.2732527957203076,0.2732527957203076,515,D4
CME,2026-02-17,0.2728760551295838,0.2728760551295838,516,D4
TKO,2026-02-17,0.2725438426731891,0.2725438426731891,517,D4
UMBF,2026-02-17,0.2719634690833356,0.2719634690833356,518,D4
TCBI,2026-02-17,0.2705117980739838,0.2705117980739838,519,D4
CFG,2026-02-17,0.2692294955169416,0.2692294955169416,520,D4
WWD,2026-02-17,0.2672372945786913,0.2672372945786913,521,D4
UNF,2026-02-17,0.2634478644452311,0.2634478644452311,522,D4
SFNC,2026-02-17,0.2631446904760179,0.2631446904760179,523,D4
ABT,2026-02-17,0.2592214248357545,0.2592214248357545,524,D4
USLM,2026-02-17,0.2588824116441871,0.2588824116441871,525,D4
AVNT,2026-02-17,0.2573577732975801,0.2573577732975801,526,D4
FANG,2026-02-17,0.2568693517527872,0.2568693517527872,527,D4
CALX,2026-02-17,0.2565926316979969,0.2565926316979969,528,D4
CATY,2026-02-17,0.2550729810160296,0.2550729810160296,529,D4
USB,2026-02-17,0.2538701131865986,0.2538701131865986,530,D4
BOKF,2026-02-17,0.2532874754039825,0.2532874754039825,531,D4
CQP,2026-02-17,0.2489347382609678,0.2489347382609678,532,D4
FIVE,2026-02-17,0.2481267516439549,0.2481267516439549,533,D4
UDR,2026-02-17,0.2480118773787882,0.2480118773787882,534,D4
AME,2026-02-17,0.2460586951106716,0.2460586951106716,535,D4
ORA,2026-02-17,0.2443297819227835,0.2443297819227835,536,D4
KBH,2026-02-17,0.243981987364045,0.243981987364045,537,D4
DOX,2026-02-17,0.2436094278065328,0.2436094278065328,538,D4
ASB,2026-02-17,0.2434300554073471,0.2434300554073471,539,D4
ADM,2026-02-17,0.2431558252283324,0.2431558252283324,540,D4
BEN,2026-02-17,0.2428719902532881,0.2428719902532881,541,D4
UHS,2026-02-17,0.2421524887186931,0.2421524887186931,542,D4
ETSY,2026-02-17,0.2403715942535356,0.2403715942535356,543,D4
CLH,2026-02-17,0.2401812647865134,0.2401812647865134,544,D4
MRSH,2026-02-17,0.2396191941252031,0.2396191941252031,545,D4
BCO,2026-02-17,0.2385134057199981,0.2385134057199981,546,D4
DLR,2026-02-17,0.2369787978734289,0.2369787978734289,547,D4
R,2026-02-17,0.2362666523000356,0.2362666523000356,548,D4
NEOG,2026-02-17,0.2349447882753593,0.2349447882753593,549,D4
BLDR,2026-02-17,0.2348594598881569,0.2348594598881569,550,D4
CAT,2026-02-17,0.2347664844514801,0.2347664844514801,551,D4
NMRK,2026-02-17,0.2346230496640957,0.2346230496640957,552,D4
MAR,2026-02-17,0.2341738982032609,0.2341738982032609,553,D4
LUNR,2026-02-17,0.2335874333289092,0.2335874333289092,554,D4
DORM,2026-02-17,0.2307035807492675,0.2307035807492675,555,D4
CPB,2026-02-17,0.2301854480747352,0.2301854480747352,556,D4
GEN,2026-02-17,0.2300254325355092,0.2300254325355092,557,D4
CHH,2026-02-17,0.2284837269129726,0.2284837269129726,558,D4
NSC,2026-02-17,0.2276357165908707,0.2276357165908707,559,D4
GILD,2026-02-17,0.2264013178704883,0.2264013178704883,560,D4
CRL,2026-02-17,0.2262041734531521,0.2262041734531521,561,D4
AXSM,2026-02-17,0.2257503787772734,0.2257503787772734,562,D4
MZTI,2026-02-17,0.2252241379650403,0.2252241379650403,563,D4
AFRM,2026-02-17,0.2240181477829675,0.2240181477829675,564,D4
PLTR,2026-02-17,0.2238136755032804,0.2238136755032804,565,D4
MKC,2026-02-17,0.2229448787894148,0.2229448787894148,566,D4
U,2026-02-17,0.220554128980255,0.220554128980255,567,D4
FAF,2026-02-17,0.2200670768935997,0.2200670768935997,568,D4
ESI,2026-02-17,0.2185736741204525,0.2185736741204525,569,D4
VTRS,2026-02-17,0.21553668437135,0.21553668437135,570,D4
ATR,2026-02-17,0.2135658431471721,0.2135658431471721,571,D4
HUBG,2026-02-17,0.2096004203419191,0.2096004203419191,572,D4
BKR,2026-02-17,0.2084750925325016,0.2084750925325016,573,D4
LAMR,2026-02-17,0.2082197391090441,0.2082197391090441,574,D4
LSCC,2026-02-17,0.2054230538531994,0.2054230538531994,575,D4
MSGS,2026-02-17,0.2032138365440663,0.2032138365440663,576,D4
APO,2026-02-17,0.2012623773322835,0.2012623773322835,577,D4
MRVL,2026-02-17,0.200640752697673,0.200640752697673,578,D4
HE,2026-02-17,0.199873892152846,0.199873892152846,579,D4
IESC,2026-02-17,0.1979676252500565,0.1979676252500565,580,D4
JKHY,2026-02-17,0.1977014293829151,0.1977014293829151,581,D4
CWT,2026-02-17,0.1974143050218093,0.1974143050218093,582,D4
CDE,2026-02-17,0.1972858331470073,0.1972858331470073,583,D4
FOX,2026-02-17,0.1969248664585509,0.1969248664585509,584,D4
MDU,2026-02-17,0.1968093194979412,0.1968093194979412,585,D4
SR,2026-02-17,0.1957316198104665,0.1957316198104665,586,D4
FDX,2026-02-17,0.1914434516254505,0.1914434516254505,587,D4
JBTM,2026-02-17,0.1907298921214662,0.1907298921214662,588,D5
PRM,2026-02-17,0.1888800958485396,0.1888800958485396,589,D5
FNB,2026-02-17,0.1874956325012338,0.1874956325012338,590,D5
MYRG,2026-02-17,0.1870294170334306,0.1870294170334306,591,D5
WMT,2026-02-17,0.1866586398261484,0.1866586398261484,592,D5
TGT,2026-02-17,0.1850864096572568,0.1850864096572568,593,D5
UNP,2026-02-17,0.1836264927883787,0.1836264927883787,594,D5
PPTA,2026-02-17,0.1831550404627876,0.1831550404627876,595,D5
SEIC,2026-02-17,0.1830821538464865,0.1830821538464865,596,D5
MCD,2026-02-17,0.1821098931451453,0.1821098931451453,597,D5
XOM,2026-02-17,0.180750734980425,0.180750734980425,598,D5
STRL,2026-02-17,0.1801818886226242,0.1801818886226242,599,D5
FBK,2026-02-17,0.179186663899254,0.179186663899254,600,D5
GLPI,2026-02-17,0.1786500730835242,0.1786500730835242,601,D5
MTZ,2026-02-17,0.1783627821972024,0.1783627821972024,602,D5
L,2026-02-17,0.1780010976794818,0.1780010976794818,603,D5
BFAM,2026-02-17,0.1778900403223905,0.1778900403223905,604,D5
THC,2026-02-17,0.1768205963489142,0.1768205963489142,605,D5
VRT,2026-02-17,0.1762987381102937,0.1762987381102937,606,D5
TXRH,2026-02-17,0.1751010892256967,0.1751010892256967,607,D5
EGP,2026-02-17,0.174663818318057,0.174663818318057,608,D5
SPGI,2026-02-17,0.1716747157041139,0.1716747157041139,609,D5
SYM,2026-02-17,0.1715557573591789,0.1715557573591789,610,D5
TGNA,2026-02-17,0.1706636173468451,0.1706636173468451,611,D5
KEYS,2026-02-17,0.1686548615176948,0.1686548615176948,612,D5
EXPD,2026-02-17,0.1677887089914949,0.1677887089914949,613,D5
CCK,2026-02-17,0.1635881186971126,0.1635881186971126,614,D5
ITT,2026-02-17,0.163099565961666,0.163099565961666,615,D5
AVT,2026-02-17,0.1630862136959869,0.1630862136959869,616,D5
GPC,2026-02-17,0.1607013705162845,0.1607013705162845,617,D5
GPOR,2026-02-17,0.1592675327944438,0.1592675327944438,618,D5
MOS,2026-02-17,0.1590103320748642,0.1590103320748642,619,D5
CVCO,2026-02-17,0.1586799687172103,0.1586799687172103,620,D5
WTS,2026-02-17,0.1586238805496035,0.1586238805496035,621,D5
PEGA,2026-02-17,0.1572281365188879,0.1572281365188879,622,D5
HWC,2026-02-17,0.1517150355819692,0.1517150355819692,623,D5
PLXS,2026-02-17,0.1512159924558112,0.1512159924558112,624,D5
IRTC,2026-02-17,0.1511432701802479,0.1511432701802479,625,D5
ABCB,2026-02-17,0.1497375817062482,0.1497375817062482,626,D5
SKY,2026-02-17,0.147241681275483,0.147241681275483,627,D5
AUB,2026-02-17,0.1464842075759135,0.1464842075759135,628,D5
URI,2026-02-17,0.1462748338827804,0.1462748338827804,629,D5
CBU,2026-02-17,0.1453338863435039,0.1453338863435039,630,D5
MSCI,2026-02-17,0.1450535302361511,0.1450535302361511,631,D5
NHI,2026-02-17,0.1444455017659678,0.1444455017659678,632,D5
MTSI,2026-02-17,0.1434163119697702,0.1434163119697702,633,D5
EPR,2026-02-17,0.1418911703904801,0.1418911703904801,634,D5
BC,2026-02-17,0.1413260534304049,0.1413260534304049,635,D5
LMND,2026-02-17,0.1411533757435567,0.1411533757435567,636,D5
CUZ,2026-02-17,0.138578673414432,0.138578673414432,637,D5
WGS,2026-02-17,0.1382737608191407,0.1382737608191407,638,D5
HSIC,2026-02-17,0.1382366572715884,0.1382366572715884,639,D5
TMO,2026-02-17,0.1347046260437194,0.1347046260437194,640,D5
SLB,2026-02-17,0.1325301300342489,0.1325301300342489,641,D5
CVX,2026-02-17,0.132304547601768,0.132304547601768,642,D5
CWAN,2026-02-17,0.132158841070901,0.132158841070901,643,D5
BLK,2026-02-17,0.132085804989349,0.132085804989349,644,D5
EW,2026-02-17,0.1318860077201806,0.1318860077201806,645,D5
BKU,2026-02-17,0.1308084694547581,0.1308084694547581,646,D5
FFIV,2026-02-17,0.1303844365631699,0.1303844365631699,647,D5
MOD,2026-02-17,0.1280033154465628,0.1280033154465628,648,D5
MTG,2026-02-17,0.1278732815506559,0.1278732815506559,649,D5
LLY,2026-02-17,0.1251640814052423,0.1251640814052423,650,D5
RDN,2026-02-17,0.1242449846129404,0.1242449846129404,651,D5
NUE,2026-02-17,0.1224286364273141,0.1224286364273141,652,D5
HGV,2026-02-17,0.1222269111210683,0.1222269111210683,653,D5
SPXC,2026-02-17,0.1209928653484431,0.1209928653484431,654,D5
ERIE,2026-02-17,0.1202411229049546,0.1202411229049546,655,D5
FITB,2026-02-17,0.1191449607175244,0.1191449607175244,656,D5
PHM,2026-02-17,0.1190645369727508,0.1190645369727508,657,D5
OPLN,2026-02-17,0.1189892594579224,0.1189892594579224,658,D5
GE,2026-02-17,0.1186564215194879,0.1186564215194879,659,D5
NBTB,2026-02-17,0.1175721959091583,0.1175721959091583,660,D5
BRC,2026-02-17,0.1162974908004231,0.1162974908004231,661,D5
MO,2026-02-17,0.1158205950034524,0.1158205950034524,662,D5
EXLS,2026-02-17,0.1147416745172305,0.1147416745172305,663,D5
AGCO,2026-02-17,0.1134520380405405,0.1134520380405405,664,D5
WSFS,2026-02-17,0.1123020805006771,0.1123020805006771,665,D5
NFG,2026-02-17,0.1116647935277805,0.1116647935277805,666,D5
PBF,2026-02-17,0.1098139227572981,0.1098139227572981,667,D5
EWTX,2026-02-17,0.1086017736442344,0.1086017736442344,668,D5
ALLY,2026-02-17,0.1085731470324716,0.1085731470324716,669,D5
ASH,2026-02-17,0.1078888528893936,0.1078888528893936,670,D5
ZBH,2026-02-17,0.1074557279311527,0.1074557279311527,671,D5
FULT,2026-02-17,0.106341413892131,0.106341413892131,672,D5
SMTC,2026-02-17,0.1058113623005347,0.1058113623005347,673,D5
AL,2026-02-17,0.1054126721109431,0.1054126721109431,674,D5
MTB,2026-02-17,0.1050213662501525,0.1050213662501525,675,D5
KEY,2026-02-17,0.1027272889180738,0.1027272889180738,676,D5
ACLS,2026-02-17,0.1019779255251756,0.1019779255251756,677,D5
STAG,2026-02-17,0.1019635835432722,0.1019635835432722,678,D5
WMG,2026-02-17,0.1006978289422177,0.1006978289422177,679,D5
JBHT,2026-02-17,0.1003035337681169,0.1003035337681169,680,D5
MCK,2026-02-17,0.1002938285435594,0.1002938285435594,681,D5
APPN,2026-02-17,0.0996599968294373,0.0996599968294373,682,D5
KAR,2026-02-17,0.0986952491172665,0.0986952491172665,683,D5
FLS,2026-02-17,0.097951864374087,0.097951864374087,684,D5
NJR,2026-02-17,0.0976986668339377,0.0976986668339377,685,D5
FICO,2026-02-17,0.0972755320570265,0.0972755320570265,686,D5
LEU,2026-02-17,0.0961818339911595,0.0961818339911595,687,D5
APGE,2026-02-17,0.0943243120871221,0.0943243120871221,688,D5
FFBC,2026-02-17,0.0942898291382473,0.0942898291382473,689,D5
ABM,2026-02-17,0.0936708633989908,0.0936708633989908,690,D5
NMIH,2026-02-17,0.0931538741648932,0.0931538741648932,691,D5
IBP,2026-02-17,0.0912125227149241,0.0912125227149241,692,D5
NTRS,2026-02-17,0.0890868215913256,0.0890868215913256,693,D5
KMX,2026-02-17,0.0886867502600709,0.0886867502600709,694,D5
BILL,2026-02-17,0.0885620084275754,0.0885620084275754,695,D5
INDB,2026-02-17,0.087183319238371,0.087183319238371,696,D5
RNA,2026-02-17,0.0858415956063431,0.0858415956063431,697,D5
BNL,2026-02-17,0.0847923086345634,0.0847923086345634,698,D5
BOH,2026-02-17,0.0844531652903239,0.0844531652903239,699,D5
CTRI,2026-02-17,0.0833042042352349,0.0833042042352349,700,D5
GEHC,2026-02-17,0.0820402822759002,0.0820402822759002,701,D5
OTTR,2026-02-17,0.0812321039552221,0.0812321039552221,702,D5
PEP,2026-02-17,0.0809361696973783,0.0809361696973783,703,D5
WBS,2026-02-17,0.0808470068733487,0.0808470068733487,704,D5
BMY,2026-02-17,0.0804001825716567,0.0804001825716567,705,D5
SYY,2026-02-17,0.0793963143837991,0.0793963143837991,706,D5
AIT,2026-02-17,0.079069054442969,0.079069054442969,707,D5
PPG,2026-02-17,0.077885861821197,0.077885861821197,708,D5
BAH,2026-02-17,0.07713218754897,0.07713218754897,709,D5
DOV,2026-02-17,0.0763167300575349,0.0763167300575349,710,D5
VRSN,2026-02-17,0.0746863142486475,0.0746863142486475,711,D5
FRT,2026-02-17,0.0727688991453189,0.0727688991453189,712,D5
ET,2026-02-17,0.0725996803466497,0.0725996803466497,713,D5
UNFI,2026-02-17,0.0703457661555273,0.0703457661555273,714,D5
ELS,2026-02-17,0.0697758798410855,0.0697758798410855,715,D5
HCA,2026-02-17,0.0694521330005695,0.0694521330005695,716,D5
CHTR,2026-02-17,0.068445326736559,0.068445326736559,717,D5
LFST,2026-02-17,0.0665611948513126,0.0665611948513126,718,D5
AVAV,2026-02-17,0.0653158340428162,0.0653158340428162,719,D5
MPWR,2026-02-17,0.0635495542885936,0.0635495542885936,720,D5
NPO,2026-02-17,0.063252134205494,0.063252134205494,721,D5
TWLO,2026-02-17,0.0630896514146592,0.0630896514146592,722,D5
CHRD,2026-02-17,0.0623073353098574,0.0623073353098574,723,D5
TRMK,2026-02-17,0.0592553729510588,0.0592553729510588,724,D5
PSA,2026-02-17,0.0579484470654279,0.0579484470654279,725,D5
PTGX,2026-02-17,0.0569270197716203,0.0569270197716203,726,D5
KMI,2026-02-17,0.0566806260053947,0.0566806260053947,727,D5
ROK,2026-02-17,0.0560780093363619,0.0560780093363619,728,D5
WAT,2026-02-17,0.0551448252360977,0.0551448252360977,729,D5
WAB,2026-02-17,0.0548677131597859,0.0548677131597859,730,D5
TXNM,2026-02-17,0.0539826444941828,0.0539826444941828,731,D5
SSB,2026-02-17,0.0526160236287268,0.0526160236287268,732,D5
EME,2026-02-17,0.0522199275088434,0.0522199275088434,733,D5
AAON,2026-02-17,0.0518335089117441,0.0518335089117441,734,D5
LNG,2026-02-17,0.0516863805386799,0.0516863805386799,735,D6
PSTG,2026-02-17,0.0509572903448993,0.0509572903448993,736,D6
CRGY,2026-02-17,0.0506588944125289,0.0506588944125289,737,D6
LH,2026-02-17,0.0488123640454272,0.0488123640454272,738,D6
USFD,2026-02-17,0.0472200629051164,0.0472200629051164,739,D6
UPS,2026-02-17,0.0469679653024833,0.0469679653024833,740,D6
WYNN,2026-02-17,0.0462601010437176,0.0462601010437176,741,D6
WTFC,2026-02-17,0.0429405841889076,0.0429405841889076,742,D6
AVB,2026-02-17,0.0427544472006624,0.0427544472006624,743,D6
ICE,2026-02-17,0.0421365461028897,0.0421365461028897,744,D6
VRDN,2026-02-17,0.0418212484771428,0.0418212484771428,745,D6
BAC,2026-02-17,0.0386261073191237,0.0386261073191237,746,D6
RPM,2026-02-17,0.0382124752733177,0.0382124752733177,747,D6
HTH,2026-02-17,0.0370725199457454,0.0370725199457454,748,D6
RIOT,2026-02-17,0.0329630220367839,0.0329630220367839,749,D6
SBUX,2026-02-17,0.0318905512355261,0.0318905512355261,750,D6
AVY,2026-02-17,0.0315601934873656,0.0315601934873656,751,D6
ESAB,2026-02-17,0.0307733203845916,0.0307733203845916,752,D6
TNET,2026-02-17,0.0307424949093696,0.0307424949093696,753,D6
EXP,2026-02-17,0.0306028900949952,0.0306028900949952,754,D6
ANET,2026-02-17,0.0300223705410289,0.0300223705410289,755,D6
OKTA,2026-02-17,0.0290168531487585,0.0290168531487585,756,D6
ADBE,2026-02-17,0.027585726247484,0.027585726247484,757,D6
WPC,2026-02-17,0.0257390117854812,0.0257390117854812,758,D6
FNF,2026-02-17,0.0240283513364498,0.0240283513364498,759,D6
ROKU,2026-02-17,0.0210471350067595,0.0210471350067595,760,D6
NTAP,2026-02-17,0.0207435907626935,0.0207435907626935,761,D6
VMI,2026-02-17,0.0192921261552105,0.0192921261552105,762,D6
MSTR,2026-02-17,0.0184274434017881,0.0184274434017881,763,D6
CSX,2026-02-17,0.0180884541503704,0.0180884541503704,764,D6
BRX,2026-02-17,0.0178421616240011,0.0178421616240011,765,D6
AEE,2026-02-17,0.0175446079891245,0.0175446079891245,766,D6
UCB,2026-02-17,0.0172283269590517,0.0172283269590517,767,D6
CLX,2026-02-17,0.0169355561538912,0.0169355561538912,768,D6
INSM,2026-02-17,0.0166021900987774,0.0166021900987774,769,D6
BRO,2026-02-17,0.0163756548414803,0.0163756548414803,770,D6
FUL,2026-02-17,0.0148001386323741,0.0148001386323741,771,D6
MDGL,2026-02-17,0.0129808329617287,0.0129808329617287,772,D6
CR,2026-02-17,0.0121070517231941,0.0121070517231941,773,D6
DTM,2026-02-17,0.0116662693831646,0.0116662693831646,774,D6
STZ,2026-02-17,0.0112429555007618,0.0112429555007618,775,D6
TTC,2026-02-17,0.0111924327866771,0.0111924327866771,776,D6
CNM,2026-02-17,0.0104772663864983,0.0104772663864983,777,D6
ETR,2026-02-17,0.0104117554013902,0.0104117554013902,778,D6
TMHC,2026-02-17,0.006517772363898,0.006517772363898,779,D6
CDNS,2026-02-17,0.0058686064953747,0.0058686064953747,780,D6
SCHW,2026-02-17,0.0056432105051527,0.0056432105051527,781,D6
ITW,2026-02-17,0.0047267225370902,0.0047267225370902,782,D6
CNS,2026-02-17,0.0013294305649947,0.0013294305649947,783,D6
GOLF,2026-02-17,0.0012945930349518,0.0012945930349518,784,D6
FHN,2026-02-17,-6.141728878413635e-05,-6.141728878413635e-05,785,D6
NNN,2026-02-17,-0.0012938236892202,-0.0012938236892202,786,D6
CFLT,2026-02-17,-0.0017799009680256,-0.0017799009680256,787,D6
AMD,2026-02-17,-0.0018788862875835,-0.0018788862875835,788,D6
FHB,2026-02-17,-0.0025111746099366,-0.0025111746099366,789,D6
MTDR,2026-02-17,-0.0026982435107513,-0.0026982435107513,790,D6
AOS,2026-02-17,-0.0028342734911788,-0.0028342734911788,791,D6
HRI,2026-02-17,-0.0038478676887105,-0.0038478676887105,792,D6
MIR,2026-02-17,-0.0054725769531224,-0.0054725769531224,793,D6
GFF,2026-02-17,-0.006353703443111,-0.006353703443111,794,D6
PNC,2026-02-17,-0.0107869007695458,-0.0107869007695458,795,D6
ULS,2026-02-17,-0.0117008638561371,-0.0117008638561371,796,D6
WOR,2026-02-17,-0.0118325337654857,-0.0118325337654857,797,D6
KO,2026-02-17,-0.0137879739243068,-0.0137879739243068,798,D6
BBIO,2026-02-17,-0.0138915888786193,-0.0138915888786193,799,D6
MWA,2026-02-17,-0.014826402481571,-0.014826402481571,800,D6
PFGC,2026-02-17,-0.0159925065637899,-0.0159925065637899,801,D6
EQR,2026-02-17,-0.0161933263262302,-0.0161933263262302,802,D6
VRRM,2026-02-17,-0.0174865765945471,-0.0174865765945471,803,D6
WY,2026-02-17,-0.01939564175632,-0.01939564175632,804,D6
LAD,2026-02-17,-0.0198726706539045,-0.0198726706539045,805,D6
CHDN,2026-02-17,-0.020269794458816,-0.020269794458816,806,D6
SKT,2026-02-17,-0.0207096044849232,-0.0207096044849232,807,D6
EQIX,2026-02-17,-0.0213355721249857,-0.0213355721249857,808,D6
IEX,2026-02-17,-0.0242680622786185,-0.0242680622786185,809,D6
ATGE,2026-02-17,-0.0261768895505133,-0.0261768895505133,810,D6
VNT,2026-02-17,-0.0280389195424838,-0.0280389195424838,811,D6
VST,2026-02-17,-0.0300122587303072,-0.0300122587303072,812,D6
KYMR,2026-02-17,-0.0311629980467712,-0.0311629980467712,813,D6
DELL,2026-02-17,-0.0312499222441232,-0.0312499222441232,814,D6
HWM,2026-02-17,-0.0316705917465773,-0.0316705917465773,815,D6
AWR,2026-02-17,-0.0317504816856473,-0.0317504816856473,816,D6
PCAR,2026-02-17,-0.0321870148882277,-0.0321870148882277,817,D6
CRM,2026-02-17,-0.032909175520733,-0.032909175520733,818,D6
TRGP,2026-02-17,-0.0336731370456046,-0.0336731370456046,819,D6
PRI,2026-02-17,-0.0337609016061164,-0.0337609016061164,820,D6
WFC,2026-02-17,-0.033972061027388,-0.033972061027388,821,D6
